一天	266
两天	267
把	268
解决	269
绝非	270
一夜之间	271
因此	272
具体	273
实施	274
讲究	275
策略	276
方法	277
一方面	278
违法	279
违规	280
污染环境	281
零容忍	282
依法	283
依	284
规	285
严肃处理	286
但	287
另一方面	288
按照	289
分类	290
指导	291
原则	292
一	293
策	294
具体问题	295
前一段时间	296
有些	297
报道说	298
搞	299
说明	300
所谓	301
不分	302
青红皂白	303
好坏	304
即使	305
个别	306
地方	307
发生	308
过	309
第一	310
进行	311
纠正	312
对于	313
那些	314
根据	315
能够	316
整改	317
给予	318
并非	319
棍子	320
打死	321
只有	322
确确实实	323
生存	324
价值	325
又	326
严重	327
整治	328
又没	329
希望	330
才	331
最后	332
关停	333
关闭	334
正是	335
觉得	336
整个	337
工作	338
得到	339
各个	340
方面	341
支持	342
如此	343
经济增长	344
段	345
我以为	346
相得益彰	347
质量	348
同时	349
受到影响	350
据	351
网络	352
直播	353
文字	354
整理	355
本文	356
来源	357
中国新闻网	358
责任	359
编辑	360
天	361
奕	362
nn	363
7528	364
nn7528	365
马克思主义	366
执政	367
党的	368
光辉	369
指引	370
诞生	371
记	372
新华社	373
北京	374
28日	375
电	376
题	377
时代	378
洪流	379
奔涌	380
向前	381
鲜红	382
党章	383
昭示	384
未来	385
代代	386
共产党人	387
带领	388
人民	389
接续	390
奋斗	391
承载	392
着	393
中华民族	394
伟大	395
复兴	396
梦想	397
航船	398
驶入	399
新时代	400
处于	401
新的	402
历史	403
方位	404
站在	405
起点	406
开启	407
征程	408
如何	409
新形势	410
新任务	411
适当	412
修改	413
为	414
面	415
高扬	416
旗帜	417
增添	418
思想	419
光芒	420
期待	421
世界	422
关注	423
通过	424
24日	425
上午	426
人民大会堂	427
以	428
铿锵	429
有力	430
声音	431
庄严	432
宣布	433
大会	434
表决	435
决议	436
热烈	437
掌声	438
回荡	439
万人	440
大礼堂	441
党	442
共同	443
意愿	444
一致	445
同意	446
将	447
中国特色	448
社会主义	449
同	450
马克思	451
列宁主义	452
毛泽东思想	453
邓小平理论	454
三个代表	455
重要	456
科学发展观	457
一道	458
确立	459
指南	460
坚定	461
维护	462
同志	463
核心	464
党中央	465
权威	466
集中	467
统一领导	468
写入	469
意志	470
实现	471
一百年	472
奋斗目标	473
梦	474
宏伟目标	475
心声	476
坚持	477
重大	478
政治	479
战略	480
举措	481
信念	482
全面	483
从严治党	484
新鲜	485
经验	486
进入	487
新	488
更加	489
高高	490
飘扬	491
事关	492
长远	493
决策	494
是以	495
立足	496
事业	497
全局	498
适应	499
变化	500
任务	501
要求	502
作出	503
决定	504
上海	505
老成	506
北路	507
中共	508
二	509
大	510
会址	511
纪念馆	512
修葺	513
一新	514
展厅	515
内	516
60	517
余	518
种	519
时期	520
珍贵	521
版本	522
铺满	523
整整	524
面墙	525
1922年	526
中国共产党	527
第	528
一部	529
三大	530
开始	531
除了	532
五大	533
历次	534
全国	535
代表大会	536
都对	537
不同	538
程度	539
理论	540
观点	541
使	542
体现	543
中国化	544
最新	545
成果	546
提出	547
治国	548
理	549
政	550
新思想	551
党建	552
设	553
朝气蓬勃	554
坚强	555
始终保持	556
人民群众	557
血肉	558
联系	559
9月	560
18日	561
召开	562
前	563
1	564
个月	565
中央政治局	566
召开会议	567
研究	568
稿	569
在内	570
拟	571
提请	572
十八	573
届	574
讨论	575
文件	576
外界	577
首次	578
获悉	579
从中	580
章	581
看出	582
下一步	583
方向	584
新加坡	585
联合早报	586
改革开放	587
第八	588
十二大	589
现行	590
认真	591
总结	592
先后	593
6	594
及时	595
创新	596
推进	597
党和国家	598
建设中	599
发挥	600
指导作用	601
高举	602
继往开来	603
巨大	604
勇气	605
强烈	606
担当	607
一系列	608
出台	609
方针政策	610
许多	611
长期	612
而	613
难题	614
办成	615
办	616
大事	617
历史性	618
变革	619
承前启后	620
历史条件下	621
继续	622
夺取	623
胜利	624
处在	625
交汇	626
期	627
各族人民	628
决胜	629
建成	630
小康社会	631
进而	632
现代化	633
全体	634
中华儿女	635
力	636
同心	637
奋力	638
团结	639
不断	640
创造	641
美好生活	642
逐步	643
富裕	644
将以	645
昂扬	646
姿态	647
屹立	648
于世	649
界	650
民族	651
之	652
林	653
需要	654
引领	655
程	656
具有	657
根本性	658
规范	659
世情	660
国情	661
情	662
新要求	663
契合	664
对美	665
好生	666
活的	667
才能	668
激发	669
磅礴	670
力量	671
谱	672
写出	673
壮丽	674
新篇章	675
来信	676
一个个	677
电话	678
近年来	679
党员	680
党组织	681
有关部门	682
建议	683
2017年	684
1月	685
议题	686
广泛	687
征求意见	688
部门	689
同样	690
高度	691
重视	692
有关单位	693
抓紧	694
论证	695
十分	696
慎重	697
地	698
深入	699
5月	700
主持	701
常委会	702
会议	703
认为	704
综合	705
各方面	706
因素	707
必要	708
符合	709
各级	710
广大党员	711
确保	712
沿着	713
正确方向	714
前进	715
与时俱进	716
作	717
开创	718
管	719
治	720
境界	721
最	722
根本	723
在于	724
系列	725
讲话	726
精神	727
正确	728
在理	729
论上	730
概括	731
并同	732
指导思想	733
斗争	734
工程	735
伟大事业	736
现实意义	737
深远	738
历史意义	739
大政方针	740
支撑	741
统筹	742
五位	743
一体	744
总体布局	745
协调	746
四个	747
布局	748
求	749
进	750
总	751
基调	752
迎	753
难	754
开拓	755
进取	756
改革	757
稳定	758
内政	759
外交	760
国防	761
等	762
各方	763
面积	764
累了	765
丰富	766
实践经验	767
形成	768
政策	769
部署	770
有利于	771
全党	772
始终	773
在思想上	774
政治上	775
行动上	776
不折不扣	777
执行	778
推向	779
毫不动摇	780
保证	781
顽强	782
空前	783
力度	784
扎实推进	785
组织	786
作风	787
纪律	788
及	789
制度	790
反腐败	791
取得	792
成就	793
赢得	794
民心	795
行之有效	796
做法	797
提炼	798
后	799
促进	800
清醒	801
头脑	802
增强	803
永远	804
路上	805
定力	806
永	807
葆	808
生机	809
活力	810
衔接	811
更好	812
学习	813
领会	814
贯彻	815
落实	816
确定	817
遵循	818
发扬民主	819
智慧	820
总体	821
只	822
改	823
党内	824
共识	825
内容	826
可	827
不改	828
不成熟	829
意见	830
定位	831
准	832
明	833
亲力亲为	834
自始至终	835
关心	836
成立	837
由	838
刘云山	839
任	840
组长	841
王	842
岐山	843
副组长	844
直接领导	845
下	846
6月	847
19日	848
中南海	849
举行	850
第一次	851
全体会议	852
正式	853
启动	854
室外	855
骄阳似火	856
涌动	857
同志们	858
心头	859
火	860
一样	861
激情	862
责任感	863
牢记	864
重托	865
期望	866
全力	867
投入	868
工作中	869
生动	870
统一思想	871
起	872
创造力	873
凝聚力	874
战斗力	875
接到	876
上级	877
党委	878
参加	879
征求	880
修改意见	881
座谈会	882
通知	883
时	884
代表	885
鞍山	886
钢铁公司	887
职工	888
郭明义	889
正和	890
爱心	891
团队	892
辽宁省	893
朝阳市	894
农村	895
精准	896
扶贫	897
调研	898
太	899
打开	900
新局面	901
老百姓	902
生活	903
越来越好	904
方针	905
拍着	906
巴掌	907
赞同	908
宝贵	909
固化	910
下来	911
引导	912
航程	913
忙	914
完	915
匆匆	916
吃	917
一口	918
饭	919
便	920
自己	921
关进	922
房间	923
提笔	924
写下	925
满满	926
4	927
页	928
纸	929
2日	930
各地区	931
各部门	932
下发	933
负责同志	934
再到	935
基层	936
干部	937
一同	938
参与	939
成为	940
发扬	941
民主	942
一次	943
负责人	944
明确	945
解放思想	946
实事求是	947
集思广益	948
努力	949
新发展	950
环节	951
知情	952
权	953
表达	954
尊重	955
审议	956
场	957
当面	958
听取	959
大法	960
事关重大	961
至关重要	962
此	963
寄予	964
很大	965
多次	966
负责	967
做好	968
每一个	969
节点	970
亲自	971
下一阶段	972
指明	973
起草	974
组成部分	975
7月	976
20日	977
修正案	978
送	979
审稿	980
自身建设	981
中去	982
转化	983
8月	984
21日	985
至	986
25日	987
连续	988
各	989
省区	990
市	991
解放军	992
单位	993
军委	994
机关	995
进行研究	996
能不能	997
认同	998
直接	999
检验	1000
成败	1001
14日	1002
分别	1003
反馈	1004
再	1005
打磨	1006
精益求精	1007
做到	1008
准确	1009
新增	1010
稳妥	1011
表述	1012
精到	1013
期间	1014
13日	1015
晚	1016
全会	1017
进一步	1018
吸收	1019
与会代表	1020
作了	1021
完善	1022
主席团	1023
常务委员会	1024
逐一	1025
两次	1026
2165	1027
条	1028
书面报告	1029
累计	1030
超过	1031
2000	1032
总计	1033
100	1034
多	1035
万字	1036
每一	1037
凝聚	1038
心血	1039
中旬	1040
精心	1041
与会同志	1042
既	1043
思考	1044
结合	1045
本地区	1046
本	1047
领域	1048
实际	1049
群众	1050
真知灼见	1051
会上	1052
畅所欲言	1053
下旬	1054
报送	1055
118	1056
份	1057
赞成	1058
完全	1059
共	1060
1775	1061
5日	1062
同党	1063
印发	1064
当选	1065
普遍认为	1066
积极	1067
务实	1068
严谨	1069
程序	1070
390	1071
5	1072
30	1073
班子	1074
过程	1075
每	1076
一条	1077
对待	1078
每一处	1079
反复	1080
推敲	1081
道	1082
履行	1083
一项	1084
到位	1085
自觉	1086
结束	1087
来自	1088
多个	1089
成员	1090
来到	1091
住地	1092
安排	1093
进度	1094
随后	1095
一周	1096
多时	1097
间内	1098
夜以继日	1099
梳理	1100
600	1101
多页	1102
汇总	1103
在此基础上	1104
方案	1105
99	1106
处	1107
采纳	1108
或	1109
1278	1110
上旬	1111
逐条	1112
比较	1113
31	1114
其中	1115
对上	1116
一轮	1117
26	1118
必	1119
作于	1120
细	1121
每次	1122
常委	1123
会会	1124
议和	1125
严肃	1126
政治任务	1127
经得起	1128
态度	1129
提法	1130
标点符号	1131
琢磨	1132
驻地	1133
灯光	1134
见证	1135
日夜	1136
忙碌	1137
身影	1138
步步	1139
走向	1140
成熟	1141
11日	1142
49	1143
通过了	1144
38	1145
个	1146
代表团	1147
顺应	1148
潮流	1149
党在	1150
执政能力	1151
意义	1152
们	1153
建言	1154
献策	1155
51	1156
经	1157
常务	1158
委员会会议	1159
讨论通过	1160
行动纲领	1161
通篇	1162
贯穿	1163
必将	1164
使命	1165
闭幕	1166
河南省	1167
张	1168
村	1169
乡	1170
裴	1171
寨	1172
党总支	1173
书记	1174
举起	1175
右手	1176
散发	1177
着墨	1178
香的	1179
对照	1180
审读	1181
其他	1182
交流	1183
高屋建瓴	1184
新风	1185
扑面	1186
让	1187
美好	1188
107	1189
总纲	1190
部分	1191
58	1192
条文	1193
凝结	1194
探索	1195
蕴含	1196
根	1197
红线	1198
最大	1199
亮点	1200
贡献	1201
专门	1202
增	1203
写	1204
自然	1205
继承	1206
集体	1207
结晶	1208
理论体系	1209
不断发展	1210
义务	1211
基本	1212
条件	1213
写了	1214
深邃	1215
彰显	1216
强大	1217
真理	1218
一致认为	1219
系统	1220
什么样	1221
课题	1222
确认	1223
地位	1224
深厚	1225
基础	1226
心愿	1227
我国	1228
富强	1229
和谐	1230
美丽的	1231
强国	1232
牢固	1233
意识	1234
自信	1235
供给	1236
侧	1237
结构性	1238
法治	1239
体系	1240
培育	1241
价值观	1242
充实	1243
进来	1244
内涵	1245
博大精深	1246
都是	1247
自觉性	1248
坚定性	1249
之处	1250
学	1251
深	1252
悟	1253
透	1254
融会贯通	1255
真正	1256
内化	1257
于心	1258
外化	1259
于	1260
行	1261
领航	1262
突出	1263
作用	1264
民学	1265
东西南北	1266
一切	1267
本质	1268
特征	1269
优势	1270
表示	1271
统一	1272
兴旺发达	1273
从新	1274
成绩	1275
进步	1276
初级阶段	1277
基本路线	1278
文化建设	1279
社会	1280
军队	1281
关系	1282
统一战线	1283
涵盖	1284
方方面面	1285
调整	1286
导向	1287
当前	1288
发展中	1289
攻坚	1290
加快	1291
转变	1292
方式	1293
面临	1294
难点	1295
普遍	1296
热点	1297
回应	1298
完成	1299
赋予	1300
光荣	1301
艰巨	1302
向往	1303
中印	1304
刻	1305
不变	1306
初	1307
心	1308
牢牢	1309
把握	1310
阶段性	1311
紧扣	1312
多样化	1313
多层次	1314
多方面	1315
特点	1316
主要矛盾	1317
为人民	1318
日益	1319
不平衡	1320
不充分	1321
又好	1322
快	1323
更	1324
高质量	1325
有效率	1326
公平	1327
可持续发展	1328
获得	1329
感	1330
谋	1331
幸福	1332
表明	1333
不忘	1334
全心全意	1335
为人民服务	1336
宗旨	1337
坚定不移	1338
一定	1339
要有	1340
新气象	1341
新作	1342
指导方针	1343
统领	1344
政治生活	1345
政治性	1346
性	1347
原则性	1348
健康	1349
文化	1350
营造	1351
风	1352
清	1353
气	1354
良好	1355
严管	1356
作为	1357
之一	1358
清晰	1359
标准	1360
巡视	1361
全	1362
覆盖	1363
市县	1364
巡察	1365
呼声	1366
总支	1367
委员会	1368
支部	1369
每届	1370
任期	1371
三年	1372
五年	1373
选拔	1374
领导干部	1375
检查	1376
到了	1377
全过程	1378
规律	1379
认识	1380
深化	1381
打铁	1382
自身	1383
硬的	1384
决心	1385
反映	1386
生命	1387
上下	1388
尊崇	1389
会通	1390
过了	1391
号召	1392
遵守	1393
政党	1394
必然	1395
拥护	1396
作者	1397
赵超	1398
伟	1399
黄	1400
家	1401
出版	1402
第十	1403
九次	1404
已	1405
人民出版社	1406
即日	1407
新华书店	1408
发行	1409
乔	1410
敬	1411
12月	1412
26日	1413
消息	1414
采访	1415
长征	1416
医院	1417
奥运	1418
冠军	1419
著名	1420
拳手	1421
邹	1422
因	1423
眼部	1424
不适	1425
急诊	1426
入院	1427
诊断	1428
双侧	1429
眼眶	1430
多发	1431
骨折	1432
轻度	1433
白内障	1434
玻璃体	1435
浑浊	1436
症状	1437
若想	1438
恢复	1439
正常	1440
困难	1441
留有	1442
后遗症	1443
眼科	1444
魏	1445
锐利	1446
告诉	1447
眼睛	1448
剧烈	1449
疼痛	1450
视	1451
物	1452
模糊	1453
左眼	1454
视力	1455
下降	1456
睁眼	1457
不能	1458
持久	1459
向上	1460
颞	1461
物体	1462
刺痛	1463
尤甚	1464
并有	1465
波浪	1466
以及	1467
重影	1468
0	1469
0.1	1470
双眼	1471
磁共振	1472
ct	1473
影像	1474
陈旧	1475
左	1476
侧壁	1477
特别是	1478
壁	1479
部位	1480
引起	1481
肌肉	1482
嵌	1483
顿	1484
骨	1485
眼球	1486
运动	1487
导致	1488
其	1489
此外	1490
混浊	1491
凹陷	1492
右眼	1493
视网膜	1494
曾做	1495
激光	1496
封闭	1497
术	1498
视觉	1499
生理	1500
视神经	1501
潜伏期	1502
延长	1503
路	1504
受损	1505
受伤	1506
经过	1507
微循环	1508
营养	1509
血管	1510
药物	1511
治疗	1512
有所	1513
严重影响	1514
功能	1515
另一	1516
即	1517
一时	1518
无法	1519
需	1520
做	1521
眼底	1522
详细	1523
有无	1524
是否	1525
手术	1526
或者	1527
修复	1528
来	1529
复视	1530
很好	1531
康复	1532
相当	1533
长的	1534
曾在	1535
2008年	1536
奥运会	1537
2012年	1538
伦敦	1539
夺冠	1540
拿到	1541
亚运会	1542
世锦赛	1543
金牌	1544
转战	1545
职业	1546
拳坛	1547
2016年	1548
11月	1549
他	1550
泰国	1551
选	1552
手帕	1553
波	1554
姆	1555
满	1556
12	1557
回合	1558
最终	1559
凭借	1560
点数	1561
取胜	1562
夺得	1563
wbo	1564
拳击	1565
蝇	1566
量级	1567
拳王	1568
金	1569
腰带	1570
生涯	1571
满贯	1572
36	1573
岁	1574
选择	1575
自由	1576
卫冕	1577
战	1578
不敌	1579
日本	1580
木村	1581
翔	1582
失去	1583
专线	1584
璐	1585
婷	1586
ns	1587
5242	1588
ns5242	1589
安倍	1590
夫人	1591
发	1592
不明	1593
男性	1594
半	1595
裸照	1596
男	1597
议员	1598
喊冤	1599
首相	1600
晋三	1601
昭	1602
惠	1603
海外	1604
网	1605
55	1606
社交	1607
软件	1608
公开	1609
上传	1610
一张	1611
上半身	1612
赤裸	1613
照片	1614
此举	1615
轩然大波	1616
网友	1617
纷纷	1618
批评	1619
粗俗	1620
直到	1621
才将	1622
该	1623
删除	1624
自民党	1625
众议院	1626
躺	1627
枪	1628
j	1629
网站	1630
报道	1631
网民	1632
针对	1633
紧锣密鼓	1634
推理	1635
揣测	1636
不少	1637
猜测	1638
某	1639
一番	1640
真相	1641
渐渐	1642
浮上	1643
水面	1644
不过	1645
当事人	1646
推特	1647
极力	1648
否认	1649
一名	1650
明显	1651
冲着	1652
相机	1653
配	1654
文	1655
佐	1656
贺	1657
二次	1658
宴会	1659
胸口	1660
写着	1661
古	1662
日语	1663
令人	1664
不解	1665
左右	1666
突然	1667
如	1668
病毒	1669
般	1670
扩散	1671
开来	1672
论坛	1673
类	1674
保守	1675
速	1676
报	1677
悲	1678
不忍	1679
直视	1680
东西	1681
为题	1682
刊登	1683
口诛笔伐	1684
称	1685
第一夫人	1686
愚蠢	1687
大跌	1688
眼镜	1689
扯	1690
后腿	1691
什么	1692
肯	1693
罢休	1694
没	1695
品味	1696
29日	1697
内外	1698
情势	1699
活性	1700
化	1701
关键	1702
sns	1703
这句话	1704
拿来	1705
讽刺	1706
所说	1707
放	1708
光彩	1709
岩	1710
田	1711
和亲	1712
予以	1713
日媒	1714
如今	1715
迅速	1716
由于	1717
网上	1718
疯狂	1719
传阅	1720
例如	1721
44	1722
坚决否认	1723
张海	1724
桐	1725
系	1726
网易	1727
沸点	1728
工作室	1729
哒哒	1730
栏目	1731
公众	1732
号	1733
出品	1734
周五	1735
聚焦	1736
年轻人	1737
科普	1738
话题	1739
婚姻	1740
一座	1741
围城	1742
一旦	1743
进去	1744
男女双方	1745
性生活	1746
便是	1747
家常便饭	1748
女性	1749
还没	1750
怀孕	1751
准备	1752
采取	1753
相应	1754
避孕	1755
措施	1756
那么	1757
避孕药	1758
成了	1759
大多数	1760
27日	1761
卫生组织	1762
国际	1763
癌症	1764
研究机构	1765
公布	1766
致癌物	1767
清单	1768
被	1769
列	1770
人们	1771
法国	1772
埃菲尔铁塔	1773
扔	1774
胸罩	1775
呼吁	1776
乳房	1777
其实	1778
早在	1779
列入	1780
只不过	1781
并未	1782
罢了	1783
患	1784
乳腺癌	1785
几率	1786
逐年	1787
递增	1788
认定	1789
城市区域	1790
头号	1791
杀手	1792
为此	1793
成因	1794
医学	1795
潜在	1796
隐患	1797
危险	1798
在国内外	1799
数不胜数	1800
1985年	1801
学者	1802
口服	1803
增高	1804
发病	1805
争论	1806
且	1807
多项	1808
使用	1809
可增加	1810
风险	1811
矛头	1812
直指	1813
近日	1814
一篇	1815
发表	1816
研究报告	1817
指出	1818
服用	1819
患癌	1820
较小	1821
在使	1822
用	1823
激素	1824
1年	1825
妇女	1826
例	1827
约有	1828
患有	1829
太原	1830
97	1831
女医生	1832
70年	1833
帮助	1834
上千	1835
生育	1836
自	1837
20	1838
世纪	1839
60年	1840
代	1841
问世	1842
受益	1843
数亿	1844
美国	1845
2006年	1846
调查结果	1847
显示	1848
全球	1849
史	1850
年轻	1851
55%	1852
曾使	1853
安全性	1854
妇科	1855
常见	1856
恶性肿瘤	1857
医务工作者	1858
工作者	1859
常常	1860
疑似	1861
患者	1862
血液	1863
打交道	1864
常见的	1865
截至	1866
侵	1867
润	1868
死于	1869
占	1870
全世界	1871
2	1872
12.2%	1873
9	1874
9.6%	1875
90年	1876
发病率	1877
增长速度	1878
两倍	1879
尤为	1880
显著	1881
平均年龄	1882
45	1883
西方	1884
已然	1885
敲响	1886
警钟	1887
抗癌	1888
协会	1889
奔赴	1890
江西	1891
老区	1892
则	1893
高峰	1894
第一个	1895
出现	1896
另一个	1897
70	1898
74	1899
年龄	1900
增大	1901
趋势	1902
十分复杂	1903
错过	1904
最佳	1905
晚期	1906
增多	1907
缺乏	1908
知识	1909
不足	1910
某些	1911
就医	1912
差等	1913
西安	1914
三八	1915
专家	1916
拯救	1917
农妇	1918
综上所述	1919
主导	1920
病因	1921
显然	1922
理智	1923
密切	1924
关联	1925
科学家	1926
早已	1927
给出	1928
答案	1929
试验	1930
得出	1931
结论	1932
不会	1933
增加	1934
育龄	1935
乳腺	1936
密度	1937
意味着	1938
短期	1939
并不	1940
会有	1941
太大	1942
验证	1943
所以	1944
身体健康	1945
取决于	1946
雌	1947
孕激素	1948
含量	1949
之前	1950
确实	1951
少数	1952
个案	1953
到底	1954
还需	1955
肯定	1956
当作	1957
元凶	1958
真	1959
大错特错	1960
哥伦比亚	1961
球星	1962
巴尔	1963
德	1964
拉	1965
马	1966
对抗	1967
活动	1968
凶手	1969
谁人	1970
常以	1971
压力	1972
大和	1973
中年	1974
危机	1975
致癌	1976
主要原因	1977
角度	1978
来看	1979
心情	1980
医	1981
籍	1982
论述	1983
较多	1984
宋代	1985
医学家	1986
朱丹	1987
溪	1988
山岩	1989
崩	1990
破	1991
熟	1992
石榴	1993
溃	1994
洞	1995
肝	1996
脾	1997
郁	1998
怒	1999
气血	2000
亏损	2001
名	2002
曰	2003
乳	2004
忧郁	2005
伤	2006
思虑	2007
积	2008
在心	2009
所愿	2010
不得	2011
者	2012
致	2013
经络	2014
痞	2015
涩	2016
聚结	2017
古籍	2018
医生	2019
疾病	2020
有方法	2021
古代	2022
简单	2023
粗暴	2024
远远	2025
不上	2026
现代	2027
身体	2028
损伤	2029
老祖宗	2030
依然	2031
内在	2032
放眼	2033
当下	2034
主流	2035
生物学	2036
出发	2037
雌激素	2038
过高	2039
肥胖	2040
遗传	2041
初潮	2042
早	2043
未	2044
哺乳	2045
表现	2046
月经	2047
年	2048
较早	2049
绝经	2050
推迟	2051
从未	2052
母乳喂养	2053
受限	2054
多位	2055
母亲	2056
现场	2057
坦然	2058
生育率	2059
间接	2060
患上	2061
总和	2062
一生	2063
平均	2064
子女	2065
数	2066
1950	2067
1955年	2068
6.0	2069
降至	2070
2010年	2071
1.6	2072
事实上	2073
降低	2074
虽然	2075
缓解	2076
人口增长	2077
却	2078
资料	2079
揭示	2080
吸烟	2081
不仅	2082
而且	2083
加剧	2084
复发	2085
死亡	2086
美女	2087
追求	2088
时尚	2089
另外	2090
食用	2091
高热量	2092
高	2093
蛋白质	2094
脂肪	2095
食物	2096
持续	2097
导管	2098
上皮	2099
敏感性	2100
诱发	2101
含	2102
较高	2103
肉类	2104
富含	2105
胰岛素	2106
样	2107
生长	2108
因子	2109
牛奶	2110
易	2111
加重	2112
术后	2113
睡眠	2114
减少	2115
颠倒	2116
夜间	2117
失眠	2118
白天	2119
嗜	2120
睡	2121
均	2122
近期	2123
结果	2124
3年	2125
以上	2126
夜班	2127
患病	2128
概率	2129
高出	2130
60%	2131
油炸	2132
饮食	2133
为主	2134
朋友们	2135
你们	2136
较低	2137
升高	2138
朋友	2139
喜欢	2140
经常	2141
熬夜	2142
爆	2143
起来	2144
睡眠不足	2145
褪	2146
分泌	2147
前后	2148
低水平	2149
体育活动	2150
发生率	2151
大型	2152
全国性	2153
假设	2154
bmi	2155
指数	2156
大于	2157
等于	2158
24	2159
kg	2160
m	2161
m2	2162
她们	2163
小于	2164
人	2165
倍	2166
发福	2167
打起精神	2168
多做	2169
说不定	2170
就在	2171
暗处	2172
悄悄	2173
盯	2174
上了	2175
请	2176
不要	2177
跳	2178
广场	2179
舞	2180
大妈	2181
俗不可耐	2182
人家	2183
养生	2184
预防	2185
这样	2186
看来	2187
使得	2188
人心惶惶	2189
仅	2190
副作用	2191
合理	2192
产后	2193
保养	2194
有可能	2195
罪魁祸首	2196
41	2197
产妇	2198
生	2199
二胎	2200
羊水	2201
栓塞	2202
近	2203
百	2204
医护人员	2205
将她	2206
救	2207
回	2208
可行	2209
舆论	2210
带来	2211
说法	2212
认可	2213
更有甚者	2214
声称	2215
就会	2216
珍爱	2217
拒绝	2218
与其	2219
担心	2220
不如	2221
垃圾	2222
食品	2223
不做	2224
一边	2225
透支	2226
脆弱	2227
应该	2228
行为	2229
管理	2230
分为	2231
长效	2232
紧急	2233
指	2234
无	2235
防范	2236
性行为	2237
后进	2238
行的	2239
补救	2240
懂得	2241
自爱	2242
可降低	2243
通常	2244
72	2245
小时	2246
内服	2247
越	2248
越好	2249
较为	2250
女方	2251
相比之下	2252
外国	2253
更多	2254
无需	2255
每天	2256
给药	2257
能	2258
体内	2259
恒定	2260
释放	2261
效果	2262
且不	2263
无论	2264
最好	2265
伴侣	2266
避孕套	2267
爱护	2268
前提	2269
为了	2270
满足	2271
快感	2272
轻易	2273
妥协	2274
事后	2275
服药	2276
弥补	2277
一句	2278
望而却步	2279
偶尔	2280
自我	2281
一种	2282
掌握	2283
常识	2284
虽	2285
可怕	2286
仍然	2287
办法	2288
远离	2289
小小	2290
药片	2291
也许	2292
只是	2293
背	2294
锅	2295
借口	2296
好好	2297
爱惜	2298
才是	2299
参考资料	2300
ph	2301
d	2302
ph.d	2303
sc	2304
and	2305
sci	2306
2017	2307
377	2308
2228	2309
december	2310
7	2311
10	2312
1056	2313
c	2314
1985	2315
sleep	2316
2006	2317
14	2318
201	2319
209	2320
2013	2321
8	2322
e	2323
63132	2324
2014	2325
106	2326
359	2327
64	2328
53	2329
62	2330
2012	2331
67	2332
罹患	2333
医药	2334
2015	2335
06	2336
鹿	2337
潞	2338
浅析	2339
导报	2340
11	2341
158	2342
160	2343
进展	2344
妇幼保健	2345
28	2346
